CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_SEX,VIC_AGE_GROUP,VIC_RACE,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,JURISDICTION_CODE,HOUSING_PSA
4230488369,2021-12-28,02:50:01,2023-03-30,22:09:00,2020-11-27,992,Cyber Crime,335,Dowry Death,COMPLETED,MISDEMEANOR,Uttar Pradesh Police,Uttar Pradesh,40,Outside,Street,,,536542,974524,81.8435145,-97.008514,"-27.495733, 44.429652",Uttar Pradesh Zone,Lucknow Police Station,F,45-64,Other Asian,45-64,White,M,1,7,7
6685651603,2024-01-06,09:25:32,2024-02-13,01:28:21,2022-01-30,750,Vehicle Theft,436,Assault,COMPLETED,FELONY,West Bengal Police,West Bengal,22,Outside,Park,,,838378,771594,32.5297745,-87.087854,"82.560991, 106.268257",West Bengal Zone,Siliguri Police Station,M,25-44,Indian,45-64,Other Asian,M,10,17,195
4147309541,2020-09-15,12:59:52,2024-01-17,02:23:04,2022-08-28,724,Drug Trafficking,506,Theft,ATTEMPTED,MISDEMEANOR,Gujarat Police,Gujarat,31,Outside,Street,,,550902,592275,-45.9006565,179.400866,"-66.7803795, 119.767836",Gujarat Zone,Ahmedabad Police Station,M,65+,White,25-44,Indian,F,18,8,154
6410517984,2020-05-27,11:23:07,2023-06-02,09:09:45,2020-11-18,601,Dowry Death,455,Cyber Crime,COMPLETED,MISDEMEANOR,Rajasthan Police,Rajasthan,2,Outside,Public Transport,,,788747,928040,-0.747343,-125.305428,"23.4494155, -123.254231",Rajasthan Zone,Jaipur Police Station,M,25-44,White,<18,Indian,F,13,13,194
3685012755,2021-08-13,19:05:52,2024-04-06,18:56:53,2020-02-15,733,Theft,112,Vehicle Theft,ATTEMPTED,FELONY,Maharashtra Police,Maharashtra,50,Inside,Commercial,,,894758,670556,80.4527345,-166.218697,"44.392525, -124.141005",Maharashtra Zone,Pune Police Station,F,65+,Other Asian,18-24,Other Asian,F,2,11,73
9770594743,2020-05-12,07:32:59,2020-02-03,13:26:23,2022-07-26,179,Murder,818,Assault,ATTEMPTED,FELONY,West Bengal Police,West Bengal,32,Outside,Park,,,577080,664939,-89.210883,17.793299,"-18.3165225, 67.770975",West Bengal Zone,Kolkata Police Station,M,<18,White,<18,Other Asian,M,15,10,63
1299886961,2023-12-10,22:37:50,2021-04-13,12:05:28,2020-07-11,241,Theft,963,Murder,COMPLETED,FELONY,Bihar Police,Bihar,53,Inside,Commercial,,,549164,834637,39.9076395,100.281001,"-48.0197125, 167.829722",Bihar Zone,Gaya Police Station,F,<18,Other Asian,25-44,Black,M,17,16,116
2942978521,2020-03-28,03:10:48,2023-05-11,13:57:47,2022-05-03,954,Fraud,524,Drug Trafficking,ATTEMPTED,FELONY,Bihar Police,Bihar,24,Inside,Public Transport,,,674803,866005,-45.936407,-94.450916,"63.9169005, -116.983254",Bihar Zone,Gaya Police Station,F,18-24,Black,<18,Other Asian,M,14,7,17
6355685744,2023-02-15,18:27:37,2020-06-04,08:34:35,2020-10-08,886,Fraud,298,Vehicle Theft,ATTEMPTED,FELONY,Rajasthan Police,Rajasthan,23,Inside,Park,,,794845,589835,-8.2848355,94.454500,"-31.2868595, -86.229791",Rajasthan Zone,Jaipur Police Station,M,25-44,White,<18,Other Asian,F,24,11,13
1044655216,2022-05-12,22:04:26,2022-06-20,17:11:20,2021-10-03,493,Murder,313,Kidnapping,ATTEMPTED,MISDEMEANOR,Karnataka Police,Karnataka,88,Inside,Commercial,,,729037,698763,38.936502,25.687577,"-2.6627475, 42.319698",Karnataka Zone,Mysore Police Station,F,<18,Indian,25-44,Other Asian,F,23,8,135
4266684350,2020-05-23,10:40:47,2022-06-14,10:55:05,2024-08-14,160,Theft,753,Cyber Crime,ATTEMPTED,VIOLATION,Delhi Police,Delhi,71,Inside,Park,,,815104,938651,-54.2353075,-27.470611,"-7.829524, -170.041792",Delhi Zone,Saket Police Station,M,65+,Indian,<18,White,M,18,4,182
3031402241,2023-09-05,00:37:22,2021-06-06,11:07:01,2020-11-11,983,Fraud,937,Dowry Death,ATTEMPTED,FELONY,Delhi Police,Delhi,58,Inside,Commercial,,,954399,818053,46.089276,3.179777,"77.5278805, 99.753658",Delhi Zone,Saket Police Station,M,25-44,White,<18,Indian,M,25,19,99
7145990997,2020-06-13,01:04:57,2022-11-04,12:02:38,2022-04-09,964,Drug Trafficking,977,Theft,COMPLETED,FELONY,Maharashtra Police,Maharashtra,86,Inside,Public Transport,,,979795,987777,83.6547175,58.903543,"48.554313, 28.413176",Maharashtra Zone,Nagpur Police Station,F,18-24,Black,65+,Other Asian,F,20,11,139
285445980,2021-08-06,13:23:15,2023-12-31,00:52:20,2021-05-05,988,Cyber Crime,675,Cyber Crime,ATTEMPTED,FELONY,Uttar Pradesh Police,Uttar Pradesh,1,Outside,Residence,,,533240,623799,-69.8415205,154.113671,"58.483786, -71.375396",Uttar Pradesh Zone,Noida Police Station,F,<18,Other Asian,18-24,Black,F,5,19,184
2031334069,2024-05-25,19:43:12,2021-10-19,20:52:34,2022-01-30,242,Theft,984,Murder,ATTEMPTED,FELONY,Karnataka Police,Karnataka,8,Outside,Commercial,Hubli,,643478,805102,59.506239,25.114078,"-26.750111, -57.406176",Karnataka Zone,Hubli Police Station,M,25-44,White,65+,White,F,16,3,102
640411786,2024-05-10,18:59:13,2022-05-11,15:31:10,2021-12-01,911,Vehicle Theft,556,Vehicle Theft,COMPLETED,FELONY,Punjab Police,Punjab,85,Inside,Street,,,695508,681931,83.3476295,83.598526,"-48.514357, -154.107683",Punjab Zone,Amritsar Police Station,M,65+,Other Asian,18-24,White,M,3,20,142
9343852439,2024-10-15,16:03:12,2022-03-20,22:55:18,2023-12-28,855,Cyber Crime,876,Drug Trafficking,ATTEMPTED,VIOLATION,Rajasthan Police,Rajasthan,79,Outside,Park,,,675948,760628,-73.054433,-72.041817,"61.1861975, -133.326699",Rajasthan Zone,Jaipur Police Station,M,25-44,White,65+,Other Asian,M,22,20,159
5274714752,2021-09-19,22:04:46,2023-12-17,06:41:33,2020-03-09,782,Theft,869,Vehicle Theft,COMPLETED,VIOLATION,Karnataka Police,Karnataka,33,Inside,Residence,,,507462,779198,-68.671113,-149.571719,"-21.0717495, -72.095072",Karnataka Zone,Bangalore Police Station,F,18-24,White,45-64,White,F,20,3,40
2379935505,2022-06-27,09:50:26,2022-07-29,21:40:40,2021-10-25,145,Theft,441,Dowry Death,COMPLETED,MISDEMEANOR,Maharashtra Police,Maharashtra,4,Outside,Commercial,,,655881,916183,-34.5464035,77.371525,"77.125560, -133.456044",Maharashtra Zone,Pune Police Station,M,65+,Other Asian,65+,Indian,M,7,7,21
5686426331,2022-04-21,09:03:37,2020-03-08,00:32:31,2022-06-13,313,Vehicle Theft,917,Murder,COMPLETED,MISDEMEANOR,Rajasthan Police,Rajasthan,40,Outside,Residence,Jodhpur,,830521,619130,76.578505,106.679285,"-80.339722, 36.257642",Rajasthan Zone,Jodhpur Police Station,M,65+,White,65+,Indian,F,6,20,121
3056608398,2023-05-14,06:03:14,2021-07-26,07:33:02,2020-02-12,580,Domestic Violence,201,Assault,COMPLETED,MISDEMEANOR,Karnataka Police,Karnataka,84,Inside,Park,,,975604,711590,-21.2113135,169.237794,"33.823971, -116.197892",Karnataka Zone,Bangalore Police Station,F,18-24,Indian,45-64,Black,F,11,11,62
8438468094,2023-04-14,07:19:36,2023-07-25,14:34:33,2024-03-16,225,Theft,816,Kidnapping,ATTEMPTED,MISDEMEANOR,Punjab Police,Punjab,56,Inside,Residence,,,819407,865588,15.1568505,16.082689,"-43.3242925, -101.535313",Punjab Zone,Ludhiana Police Station,M,18-24,Black,18-24,White,F,18,11,69
9358185796,2022-03-17,23:10:17,2022-09-14,12:23:24,2023-10-15,202,Kidnapping,927,Theft,ATTEMPTED,FELONY,Tamil Nadu Police,Tamil Nadu,44,Outside,Residence,,,861950,964276,-79.358134,50.494108,"-44.347959, 112.528690",Tamil Nadu Zone,Coimbatore Police Station,F,25-44,White,<18,Black,M,7,13,135
9544841244,2020-02-28,06:46:03,2023-10-16,13:26:09,2022-06-19,554,Murder,266,Assault,ATTEMPTED,MISDEMEANOR,West Bengal Police,West Bengal,98,Inside,Park,,,886565,550142,0.464431,102.550738,"-55.8967495, -67.783325",West Bengal Zone,Kolkata Police Station,M,65+,Indian,45-64,White,M,25,8,93
6485685436,2020-03-28,19:29:13,2023-06-14,09:58:09,2020-01-07,381,Theft,526,Domestic Violence,COMPLETED,FELONY,Gujarat Police,Gujarat,67,Inside,Park,,,643180,818369,17.6235065,96.232804,"55.6274245, -15.173614",Gujarat Zone,Surat Police Station,F,65+,Indian,18-24,Indian,F,9,10,1
7176066081,2022-10-13,09:28:20,2020-02-24,07:46:26,2020-04-16,238,Cyber Crime,628,Fraud,COMPLETED,MISDEMEANOR,Maharashtra Police,Maharashtra,1,Inside,Residence,,,589302,660555,26.1450975,148.132605,"36.271824, -53.711364",Maharashtra Zone,Mumbai Police Station,M,65+,Indian,25-44,Indian,F,17,1,61
8299900484,2021-08-02,17:24:10,2020-04-16,15:02:39,2020-10-10,469,Drug Trafficking,971,Assault,ATTEMPTED,VIOLATION,Bihar Police,Bihar,6,Inside,Public Transport,,,672283,698284,56.159893,124.219968,"19.611786, -159.641212",Bihar Zone,Gaya Police Station,M,65+,Other Asian,65+,Black,M,4,2,143
4303524245,2022-10-15,16:16:26,2020-04-15,16:59:21,2024-03-12,979,Domestic Violence,828,Domestic Violence,ATTEMPTED,FELONY,Maharashtra Police,Maharashtra,44,Inside,Park,,,501976,631982,35.304751,-112.780048,"-47.273445, 10.669888",Maharashtra Zone,Mumbai Police Station,F,18-24,Other Asian,65+,Black,F,4,4,31
5767016606,2021-03-09,10:55:01,2022-06-18,14:27:09,2022-07-09,887,Assault,892,Assault,ATTEMPTED,FELONY,West Bengal Police,West Bengal,66,Inside,Commercial,,,594714,954193,-56.521481,138.649318,"-38.515845, 89.897665",West Bengal Zone,Siliguri Police Station,F,65+,Indian,18-24,White,F,1,20,67
6301432529,2020-06-12,05:39:27,2021-11-14,04:03:57,2023-11-18,546,Assault,225,Drug Trafficking,ATTEMPTED,VIOLATION,Rajasthan Police,Rajasthan,9,Outside,Residence,,,536532,823066,55.3915075,74.984020,"-6.101461, 160.899908",Rajasthan Zone,Udaipur Police Station,F,25-44,Indian,45-64,White,F,20,9,179
6486644822,2023-10-15,17:39:00,2024-09-24,14:01:41,2023-09-10,646,Assault,844,Fraud,COMPLETED,MISDEMEANOR,Tamil Nadu Police,Tamil Nadu,48,Inside,Residence,,,859870,820311,57.277414,99.183880,"32.465061, -6.950691",Tamil Nadu Zone,Madurai Police Station,F,65+,Other Asian,65+,White,F,1,6,58
7451743102,2022-12-19,12:50:12,2022-01-13,16:54:54,2023-03-31,927,Domestic Violence,126,Domestic Violence,COMPLETED,VIOLATION,Delhi Police,Delhi,46,Inside,Park,Saket,,959110,915149,35.604480,-172.998545,"81.0958425, 3.871099",Delhi Zone,Saket Police Station,M,25-44,White,18-24,Black,M,9,18,169
3901512429,2023-11-08,00:58:51,2022-07-29,10:22:36,2021-11-29,320,Fraud,451,Drug Trafficking,COMPLETED,MISDEMEANOR,West Bengal Police,West Bengal,30,Inside,Residence,,,777876,800899,-85.871716,86.926938,"13.883451, -179.788152",West Bengal Zone,Howrah Police Station,M,25-44,Black,65+,White,M,4,20,137
7114243661,2023-01-01,02:54:15,2022-01-02,05:32:41,2024-07-13,413,Domestic Violence,270,Dowry Death,COMPLETED,MISDEMEANOR,Uttar Pradesh Police,Uttar Pradesh,23,Inside,Street,Noida,,806284,742057,81.239846,34.526064,"-56.5826545, -31.156598",Uttar Pradesh Zone,Noida Police Station,M,65+,White,65+,Indian,M,6,2,149
1997326267,2023-02-11,11:03:59,2022-01-06,21:22:33,2022-09-13,322,Domestic Violence,370,Kidnapping,ATTEMPTED,FELONY,Uttar Pradesh Police,Uttar Pradesh,50,Inside,Residence,,,896276,755613,-50.111703,37.834540,"-36.8822715, 64.177228",Uttar Pradesh Zone,Noida Police Station,F,<18,White,<18,Other Asian,M,24,6,1
280539950,2024-04-23,09:22:32,2020-09-09,03:00:59,2021-11-24,726,Dowry Death,179,Cyber Crime,COMPLETED,VIOLATION,West Bengal Police,West Bengal,69,Inside,Street,,,502437,652764,20.2475405,-25.473072,"83.2970805, -38.493371",West Bengal Zone,Siliguri Police Station,F,25-44,Other Asian,45-64,Black,M,21,9,181
664864672,2024-08-17,08:15:00,2020-08-06,06:44:46,2021-11-29,134,Assault,532,Domestic Violence,ATTEMPTED,VIOLATION,Gujarat Police,Gujarat,41,Inside,Residence,,,864342,615560,-31.108255,-176.884206,"83.288442, 174.369049",Gujarat Zone,Ahmedabad Police Station,F,65+,Other Asian,65+,Black,M,10,10,167
2354367535,2021-06-15,03:11:14,2022-02-18,19:41:00,2020-06-16,549,Fraud,895,Kidnapping,ATTEMPTED,MISDEMEANOR,Tamil Nadu Police,Tamil Nadu,66,Inside,Commercial,,,626274,924673,-6.1841505,-12.156343,"-44.4394265, -145.224196",Tamil Nadu Zone,Coimbatore Police Station,M,<18,Indian,45-64,Black,M,23,20,15
9206279795,2020-09-11,14:30:30,2021-07-18,06:43:15,2021-12-27,162,Fraud,623,Murder,COMPLETED,VIOLATION,West Bengal Police,West Bengal,33,Outside,Residence,,,768858,550611,47.4574805,-157.043500,"-22.3164025, -146.435522",West Bengal Zone,Kolkata Police Station,F,45-64,White,18-24,White,F,18,12,32
6933657049,2022-12-08,12:12:47,2022-01-06,22:59:11,2023-07-18,644,Theft,626,Vehicle Theft,COMPLETED,FELONY,Delhi Police,Delhi,17,Inside,Commercial,,,736075,872428,33.147209,72.064450,"58.2134605, -6.986601",Delhi Zone,New Delhi Police Station,M,18-24,Black,18-24,Indian,F,6,4,160
7195346243,2020-04-07,11:57:59,2024-07-25,05:29:10,2022-08-14,823,Drug Trafficking,123,Murder,ATTEMPTED,FELONY,Punjab Police,Punjab,30,Outside,Street,,,905386,620096,1.351620,-10.181250,"-68.2621995, -51.244220",Punjab Zone,Amritsar Police Station,M,18-24,Indian,25-44,Black,M,11,1,60
7515108335,2024-04-09,13:16:00,2023-02-03,22:10:26,2022-08-08,825,Domestic Violence,790,Vehicle Theft,COMPLETED,VIOLATION,West Bengal Police,West Bengal,69,Outside,Commercial,,,667120,610180,33.6607565,54.973029,"-87.0951405, 87.000075",West Bengal Zone,Kolkata Police Station,F,25-44,Indian,65+,Other Asian,M,12,20,30
479564102,2021-06-25,19:28:18,2023-02-04,14:23:46,2023-02-08,587,Murder,715,Cyber Crime,ATTEMPTED,VIOLATION,Gujarat Police,Gujarat,53,Inside,Street,,,995779,968772,84.062136,-84.427113,"18.8992345, -11.559737",Gujarat Zone,Vadodara Police Station,M,25-44,Indian,<18,Other Asian,M,21,16,165
9592193946,2023-02-24,02:01:47,2023-05-02,04:32:13,2020-08-11,292,Kidnapping,743,Domestic Violence,ATTEMPTED,MISDEMEANOR,Punjab Police,Punjab,2,Outside,Commercial,Amritsar,,743887,565644,30.0731165,-91.986617,"-89.2235615, -16.998389",Punjab Zone,Amritsar Police Station,F,18-24,Black,25-44,White,F,11,3,80
1665070890,2022-02-09,18:22:56,2024-08-06,00:33:58,2023-11-09,576,Kidnapping,219,Domestic Violence,COMPLETED,MISDEMEANOR,West Bengal Police,West Bengal,44,Outside,Public Transport,Howrah,,670754,976543,-10.7952715,153.439088,"80.604891, -122.428640",West Bengal Zone,Howrah Police Station,M,<18,Black,45-64,Indian,M,15,3,168
2932568932,2022-12-01,19:09:23,2022-06-09,22:18:44,2022-07-21,864,Assault,395,Assault,COMPLETED,MISDEMEANOR,Punjab Police,Punjab,72,Inside,Commercial,,,525236,876739,20.4217155,6.295343,"84.400461, -69.475594",Punjab Zone,Ludhiana Police Station,M,45-64,Indian,18-24,Black,M,21,9,150
6245389639,2021-09-08,03:42:25,2022-02-08,13:19:55,2023-02-25,904,Vehicle Theft,739,Cyber Crime,COMPLETED,VIOLATION,Uttar Pradesh Police,Uttar Pradesh,45,Inside,Park,Lucknow,,749751,866970,-14.173011,164.877080,"-79.2941645, -11.320298",Uttar Pradesh Zone,Lucknow Police Station,F,65+,White,45-64,White,M,12,8,24
2009245513,2023-08-23,10:15:32,2022-11-09,10:17:35,2021-07-11,709,Domestic Violence,750,Theft,ATTEMPTED,VIOLATION,Bihar Police,Bihar,56,Outside,Public Transport,Gaya,,789212,601172,39.641304,-102.578008,"51.9687015, -108.920709",Bihar Zone,Gaya Police Station,F,65+,Black,45-64,Indian,M,22,9,146
2107513210,2021-10-20,16:50:29,2023-09-14,06:03:44,2024-05-19,731,Drug Trafficking,433,Domestic Violence,ATTEMPTED,VIOLATION,Tamil Nadu Police,Tamil Nadu,32,Outside,Public Transport,,,717733,860964,-81.4101055,74.956495,"37.654660, 63.036369",Tamil Nadu Zone,Chennai Police Station,M,25-44,Black,25-44,Indian,F,17,12,77
2315041306,2022-05-25,16:21:08,2020-04-19,03:18:09,2022-06-15,687,Domestic Violence,989,Dowry Death,ATTEMPTED,FELONY,Karnataka Police,Karnataka,97,Outside,Residence,,,963313,913726,-74.117571,-164.608478,"89.460267, 170.337606",Karnataka Zone,Bangalore Police Station,M,45-64,Indian,25-44,Indian,M,4,4,126
859534526,2023-01-19,21:47:31,2024-07-17,07:58:41,2023-12-30,694,Domestic Violence,787,Domestic Violence,ATTEMPTED,MISDEMEANOR,Delhi Police,Delhi,97,Inside,Public Transport,,,962332,785565,-75.0752565,-78.118304,"-60.141167, -167.339246",Delhi Zone,Dwarka Police Station,F,45-64,Black,18-24,Black,F,19,14,96
1463959509,2021-06-16,00:06:59,2023-05-13,10:06:08,2022-01-22,899,Dowry Death,240,Assault,ATTEMPTED,MISDEMEANOR,Maharashtra Police,Maharashtra,34,Outside,Public Transport,,,654334,813082,-60.879971,93.271859,"6.949766, 114.899582",Maharashtra Zone,Pune Police Station,F,65+,White,65+,White,M,7,17,114
2722971933,2023-02-12,20:07:05,2022-10-20,05:16:07,2023-11-27,974,Murder,148,Drug Trafficking,COMPLETED,VIOLATION,Delhi Police,Delhi,66,Inside,Residence,,,745715,679996,18.723025,-33.648322,"-37.860825, -102.885649",Delhi Zone,Saket Police Station,F,25-44,White,<18,Indian,M,13,5,190
4136388492,2023-03-14,11:50:58,2024-08-01,06:36:21,2020-02-03,879,Kidnapping,660,Fraud,ATTEMPTED,MISDEMEANOR,West Bengal Police,West Bengal,16,Inside,Street,,,733669,786082,50.746028,-69.712693,"30.0590255, 146.382656",West Bengal Zone,Kolkata Police Station,F,25-44,Black,25-44,Other Asian,F,13,18,144
5805945093,2021-06-29,02:31:38,2023-06-22,09:01:48,2022-07-02,336,Vehicle Theft,626,Assault,ATTEMPTED,MISDEMEANOR,Karnataka Police,Karnataka,39,Inside,Public Transport,Mysore,,863516,930951,-46.2970365,-63.077052,"-77.015596, 8.139993",Karnataka Zone,Mysore Police Station,M,18-24,Other Asian,65+,Indian,F,9,15,100
5455850296,2024-01-16,22:47:29,2021-11-18,21:12:58,2023-02-03,879,Assault,189,Murder,ATTEMPTED,FELONY,Uttar Pradesh Police,Uttar Pradesh,73,Inside,Commercial,,,753393,641405,24.649407,-69.672439,"57.9665835, 164.934720",Uttar Pradesh Zone,Noida Police Station,F,<18,Indian,25-44,Indian,F,8,2,31
911880997,2021-06-18,09:33:14,2023-10-16,09:03:49,2020-06-24,500,Dowry Death,482,Cyber Crime,COMPLETED,FELONY,Delhi Police,Delhi,97,Inside,Residence,,,702878,503372,-75.1916215,-152.979276,"74.8137135, -113.331343",Delhi Zone,Saket Police Station,F,18-24,White,<18,Indian,F,17,1,200
8898156510,2020-09-17,22:08:14,2020-08-21,16:22:21,2024-04-11,729,Assault,634,Fraud,ATTEMPTED,FELONY,Uttar Pradesh Police,Uttar Pradesh,51,Outside,Residence,Kanpur,,580254,679058,-42.5737575,-103.909557,"-59.1637475, -3.048916",Uttar Pradesh Zone,Kanpur Police Station,F,25-44,Indian,65+,White,M,7,15,44
3653033551,2021-11-11,08:11:49,2024-04-03,03:56:52,2023-07-17,460,Vehicle Theft,345,Murder,COMPLETED,FELONY,Tamil Nadu Police,Tamil Nadu,85,Outside,Park,,,957024,843035,49.5319945,91.239396,"-12.467203, -75.081936",Tamil Nadu Zone,Madurai Police Station,F,25-44,Indian,65+,Indian,F,2,19,4
2459870060,2024-05-09,07:29:28,2020-11-18,16:44:21,2021-05-01,678,Fraud,892,Theft,COMPLETED,VIOLATION,Delhi Police,Delhi,50,Inside,Commercial,,,978219,608949,56.457243,-96.318835,"58.607401, 164.612532",Delhi Zone,New Delhi Police Station,F,<18,White,18-24,Black,M,4,11,175
2432139948,2022-08-22,04:57:31,2021-08-22,02:40:31,2021-11-19,309,Cyber Crime,265,Fraud,ATTEMPTED,FELONY,Punjab Police,Punjab,29,Inside,Public Transport,,,996047,967109,22.695345,-86.369728,"81.828220, 8.955163",Punjab Zone,Amritsar Police Station,M,<18,White,25-44,Black,M,6,13,19
7229599973,2023-10-01,15:20:07,2021-05-30,16:12:42,2021-05-26,890,Vehicle Theft,135,Dowry Death,ATTEMPTED,FELONY,Karnataka Police,Karnataka,27,Outside,Commercial,Hubli,,687984,741177,-72.654102,145.362717,"43.787063, -3.005169",Karnataka Zone,Hubli Police Station,M,65+,White,25-44,Other Asian,F,20,9,7
448402045,2020-07-14,16:42:57,2022-08-09,06:29:26,2024-01-21,657,Fraud,306,Fraud,ATTEMPTED,FELONY,Delhi Police,Delhi,32,Inside,Commercial,,,902880,522838,-68.3964675,140.531205,"79.434041, -153.207476",Delhi Zone,Dwarka Police Station,M,25-44,White,<18,Indian,F,17,7,52
848516083,2024-03-04,07:41:47,2020-02-20,18:22:32,2020-02-28,195,Fraud,956,Domestic Violence,ATTEMPTED,MISDEMEANOR,Karnataka Police,Karnataka,97,Inside,Public Transport,Mysore,,887084,891830,-23.1023135,-61.378480,"35.789598, -90.026476",Karnataka Zone,Mysore Police Station,M,<18,Black,18-24,Black,M,17,9,165
1700718993,2020-08-30,07:58:31,2024-05-30,05:08:13,2020-12-08,765,Dowry Death,936,Fraud,ATTEMPTED,VIOLATION,Karnataka Police,Karnataka,73,Outside,Commercial,,,985480,595578,74.328379,-95.840224,"4.163590, 95.041603",Karnataka Zone,Hubli Police Station,M,65+,Black,45-64,White,F,24,11,77
459389916,2024-03-14,21:12:03,2024-08-18,16:20:53,2023-10-12,761,Fraud,724,Assault,ATTEMPTED,VIOLATION,Rajasthan Police,Rajasthan,10,Outside,Park,Jodhpur,,844101,794117,84.103549,-64.146584,"-52.9664685, -140.069035",Rajasthan Zone,Jodhpur Police Station,F,<18,Indian,18-24,Black,F,5,18,199
9849482104,2021-01-12,06:34:48,2022-01-01,19:37:15,2020-04-26,280,Drug Trafficking,854,Cyber Crime,ATTEMPTED,MISDEMEANOR,Delhi Police,Delhi,7,Outside,Commercial,,,736275,892755,0.577519,-138.293755,"54.542890, 172.505794",Delhi Zone,New Delhi Police Station,M,<18,Indian,<18,Other Asian,F,8,11,87
5772785029,2022-10-24,17:37:22,2022-11-18,04:37:30,2022-08-14,965,Vehicle Theft,966,Theft,ATTEMPTED,VIOLATION,Delhi Police,Delhi,34,Outside,Commercial,,,746338,515309,48.3835265,168.430103,"76.051588, -137.571923",Delhi Zone,New Delhi Police Station,M,<18,Black,45-64,Other Asian,F,7,7,161
255983842,2021-06-18,03:38:10,2022-06-18,09:56:05,2022-08-31,943,Drug Trafficking,578,Theft,ATTEMPTED,VIOLATION,Bihar Police,Bihar,96,Inside,Public Transport,Gaya,,838178,814898,16.4294955,-15.638798,"-0.9848925, -97.006272",Bihar Zone,Gaya Police Station,F,25-44,Other Asian,45-64,Other Asian,M,18,15,134
8516840123,2024-06-05,20:25:12,2023-10-24,08:29:15,2024-01-01,625,Dowry Death,325,Kidnapping,COMPLETED,VIOLATION,Punjab Police,Punjab,77,Inside,Commercial,,,998005,627568,-70.2955365,33.595603,"-39.4995625, -73.493479",Punjab Zone,Jalandhar Police Station,M,18-24,Indian,45-64,Indian,F,23,4,61
7542209384,2022-01-14,17:08:31,2022-02-19,17:25:46,2023-02-01,213,Assault,129,Theft,ATTEMPTED,FELONY,Maharashtra Police,Maharashtra,91,Outside,Commercial,,,660631,688017,-57.7451735,-19.750080,"-36.4996635, -46.077886",Maharashtra Zone,Mumbai Police Station,F,65+,Other Asian,45-64,Black,F,21,2,125
2743943336,2021-01-21,22:02:24,2023-08-16,03:16:45,2022-06-19,708,Murder,130,Drug Trafficking,COMPLETED,VIOLATION,Delhi Police,Delhi,68,Outside,Street,,,882256,631845,-35.934409,70.084217,"-64.3424325, -176.907461",Delhi Zone,New Delhi Police Station,F,25-44,Indian,45-64,Other Asian,M,23,5,5
3671429900,2022-02-13,14:23:40,2023-03-04,18:14:35,2024-02-12,534,Assault,882,Assault,ATTEMPTED,MISDEMEANOR,Rajasthan Police,Rajasthan,20,Inside,Residence,,,643690,690892,68.6941325,-100.912588,"4.921539, 138.525872",Rajasthan Zone,Jaipur Police Station,M,45-64,Black,45-64,Indian,M,5,8,130
6783386221,2021-05-03,10:07:01,2024-08-24,14:42:07,2023-01-16,737,Theft,882,Fraud,ATTEMPTED,MISDEMEANOR,Karnataka Police,Karnataka,1,Inside,Park,,,702549,600590,-29.723935,143.460062,"-54.4814545, 118.280238",Karnataka Zone,Mysore Police Station,F,45-64,Other Asian,<18,Other Asian,M,21,4,191
2891973101,2024-05-17,20:52:15,2022-07-13,14:24:12,2023-12-02,159,Vehicle Theft,476,Assault,COMPLETED,FELONY,Uttar Pradesh Police,Uttar Pradesh,60,Inside,Commercial,,,992249,755729,-28.872471,164.380715,"5.773920, -154.122583",Uttar Pradesh Zone,Noida Police Station,M,18-24,White,65+,Indian,M,24,5,24
6358928111,2022-07-31,07:16:40,2022-04-06,02:10:52,2021-06-20,876,Fraud,564,Theft,COMPLETED,MISDEMEANOR,Punjab Police,Punjab,3,Inside,Park,,,756575,907374,39.393092,18.794734,"-40.945095, -150.827299",Punjab Zone,Ludhiana Police Station,F,<18,White,18-24,Other Asian,F,6,2,180
1271815901,2021-07-09,17:42:21,2024-10-27,19:48:23,2022-05-10,160,Murder,256,Assault,ATTEMPTED,VIOLATION,Punjab Police,Punjab,27,Outside,Residence,,,504524,998958,0.035810,-133.763969,"-58.4529545, -175.455527",Punjab Zone,Ludhiana Police Station,M,25-44,Indian,25-44,Other Asian,M,13,18,125
3057450932,2021-10-13,11:28:24,2023-02-16,03:53:26,2020-10-10,810,Cyber Crime,795,Theft,COMPLETED,MISDEMEANOR,Gujarat Police,Gujarat,27,Inside,Residence,Ahmedabad,,690192,586128,38.942018,-15.890590,"48.5832295, -62.783430",Gujarat Zone,Ahmedabad Police Station,F,65+,Other Asian,18-24,Black,M,19,8,120
1186394518,2023-01-17,23:50:44,2020-12-21,01:20:22,2022-01-25,288,Vehicle Theft,748,Theft,ATTEMPTED,FELONY,Gujarat Police,Gujarat,52,Outside,Public Transport,,,581535,545269,-57.2888465,-63.091818,"-84.613830, -172.367705",Gujarat Zone,Vadodara Police Station,F,45-64,Other Asian,<18,Black,M,21,11,187
